,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
16,"Sun, Apr 3, 2016",3:30p,Charlotte Hornets,103,Cleveland Cavaliers,112,Box Score,,20562,Quicken Loans Arena,
17,"Sun, Apr 3, 2016",3:30p,Oklahoma City Thunder,110,Houston Rockets,118,Box Score,,18462,Toyota Center,
18,"Sun, Apr 3, 2016",3:30p,Washington Wizards,109,Los Angeles Clippers,114,Box Score,,19060,STAPLES Center,
19,"Sun, Apr 3, 2016",3:30p,Dallas Mavericks,88,Minnesota Timberwolves,78,Box Score,,16117,Target Center,
20,"Sun, Apr 3, 2016",6:00p,Memphis Grizzlies,107,Orlando Magic,119,Box Score,,17741,Amway Center,
21,"Sun, Apr 3, 2016",6:00p,Utah Jazz,101,Phoenix Suns,86,Box Score,,17279,Talking Stick Resort Arena,
22,"Sun, Apr 3, 2016",7:00p,Chicago Bulls,102,Milwaukee Bucks,98,Box Score,,15768,BMO Harris Bradley Center,
23,"Sun, Apr 3, 2016",7:30p,Indiana Pacers,92,New York Knicks,87,Box Score,,19812,Madison Square Garden (IV),
24,"Sun, Apr 3, 2016",8:00p,Portland Trail Blazers,111,Golden State Warriors,136,Box Score,,19596,Oracle Arena,
25,"Sun, Apr 3, 2016",9:30p,Boston Celtics,107,Los Angeles Lakers,100,Box Score,,18997,STAPLES Center,
26,"Tue, Apr 5, 2016",7:00p,New Orleans Pelicans,93,Philadelphia 76ers,107,Box Score,,10978,Wells Fargo Center,
27,"Tue, Apr 5, 2016",7:30p,Charlotte Hornets,90,Toronto Raptors,96,Box Score,,19800,Air Canada Centre,
28,"Tue, Apr 5, 2016",8:00p,Phoenix Suns,90,Atlanta Hawks,103,Box Score,,15176,Philips Arena,
29,"Tue, Apr 5, 2016",8:00p,Chicago Bulls,92,Memphis Grizzlies,108,Box Score,,17591,FedEx Forum,
30,"Tue, Apr 5, 2016",8:00p,Detroit Pistons,89,Miami Heat,107,Box Score,,19621,AmericanAirlines Arena,
31,"Tue, Apr 5, 2016",8:00p,Cleveland Cavaliers,109,Milwaukee Bucks,80,Box Score,,15061,BMO Harris Bradley Center,
32,"Tue, Apr 5, 2016",9:00p,Oklahoma City Thunder,124,Denver Nuggets,102,Box Score,,12611,Pepsi Center,
33,"Tue, Apr 5, 2016",9:00p,San Antonio Spurs,88,Utah Jazz,86,Box Score,,19381,Vivint Smart Home Arena,
34,"Tue, Apr 5, 2016",10:00p,Portland Trail Blazers,115,Sacramento Kings,107,Box Score,,17317,Sleep Train Arena,
35,"Tue, Apr 5, 2016",10:30p,Minnesota Timberwolves,124,Golden State Warriors,117,Box Score,OT,19596,Oracle Arena,
36,"Tue, Apr 5, 2016",10:30p,Los Angeles Lakers,81,Los Angeles Clippers,103,Box Score,,19537,STAPLES Center,
37,"Wed, Apr 6, 2016",7:00p,Cleveland Cavaliers,109,Indiana Pacers,123,Box Score,,18165,Bankers Life Fieldhouse,
38,"Wed, Apr 6, 2016",7:00p,Detroit Pistons,108,Orlando Magic,104,Box Score,,16553,Amway Center,
39,"Wed, Apr 6, 2016",7:00p,Brooklyn Nets,103,Washington Wizards,121,Box Score,,16846,Verizon Center,
40,"Wed, Apr 6, 2016",7:30p,New Orleans Pelicans,97,Boston Celtics,104,Box Score,,18624,TD Garden,
41,"Wed, Apr 6, 2016",7:30p,Charlotte Hornets,111,New York Knicks,97,Box Score,,19812,Madison Square Garden (IV),
42,"Wed, Apr 6, 2016",9:30p,Houston Rockets,86,Dallas Mavericks,88,Box Score,,20108,American Airlines Center,
43,"Wed, Apr 6, 2016",10:00p,Oklahoma City Thunder,115,Portland Trail Blazers,120,Box Score,,19393,Moda Center,
44,"Wed, Apr 6, 2016",10:30p,Los Angeles Clippers,91,Los Angeles Lakers,81,Box Score,,18997,STAPLES Center,
45,"Thu, Apr 7, 2016",8:00p,Toronto Raptors,87,Atlanta Hawks,95,Box Score,,17864,Philips Arena,
46,"Thu, Apr 7, 2016",8:00p,Phoenix Suns,124,Houston Rockets,115,Box Score,,18227,Toyota Center,
47,"Thu, Apr 7, 2016",8:00p,Chicago Bulls,98,Miami Heat,106,Box Score,,19771,AmericanAirlines Arena,
48,"Thu, Apr 7, 2016",10:00p,Minnesota Timberwolves,105,Sacramento Kings,97,Box Score,,17317,Sleep Train Arena,
49,"Thu, Apr 7, 2016",10:30p,San Antonio Spurs,101,Golden State Warriors,112,Box Score,,19596,Oracle Arena,
50,"Fri, Apr 8, 2016",7:00p,Brooklyn Nets,99,Charlotte Hornets,113,Box Score,,18337,Time Warner Cable Arena,
51,"Fri, Apr 8, 2016",7:00p,Miami Heat,109,Orlando Magic,112,Box Score,,18152,Amway Center,
52,"Fri, Apr 8, 2016",7:00p,New York Knicks,109,Philadelphia 76ers,102,Box Score,,16076,Wells Fargo Center,
53,"Fri, Apr 8, 2016",7:30p,Milwaukee Bucks,109,Boston Celtics,124,Box Score,,18624,TD Garden,
54,"Fri, Apr 8, 2016",7:30p,Washington Wizards,99,Detroit Pistons,112,Box Score,,18207,The Palace of Auburn Hills,
55,"Fri, Apr 8, 2016",7:30p,Indiana Pacers,98,Toronto Raptors,111,Box Score,,19800,Air Canada Centre,
56,"Fri, Apr 8, 2016",8:00p,Los Angeles Lakers,102,New Orleans Pelicans,110,Box Score,,18607,Smoothie King Center,
57,"Fri, Apr 8, 2016",8:30p,Memphis Grizzlies,93,Dallas Mavericks,103,Box Score,,20211,American Airlines Center,
58,"Fri, Apr 8, 2016",9:00p,San Antonio Spurs,98,Denver Nuggets,102,Box Score,,16347,Pepsi Center,
59,"Fri, Apr 8, 2016",9:00p,Los Angeles Clippers,102,Utah Jazz,99,Box Score,OT,19911,Vivint Smart Home Arena,
60,"Sat, Apr 9, 2016",7:00p,Phoenix Suns,121,New Orleans Pelicans,100,Box Score,,16932,Smoothie King Center,
61,"Sat, Apr 9, 2016",7:30p,Boston Celtics,107,Atlanta Hawks,118,Box Score,,19257,Philips Arena,
62,"Sat, Apr 9, 2016",8:00p,Golden State Warriors,100,Memphis Grizzlies,99,Box Score,,18119,FedEx Forum,
63,"Sat, Apr 9, 2016",8:30p,Cleveland Cavaliers,102,Chicago Bulls,105,Box Score,,22186,United Center,
64,"Sat, Apr 9, 2016",10:30p,Minnesota Timberwolves,106,Portland Trail Blazers,105,Box Score,,19733,Moda Center,
65,"Sat, Apr 9, 2016",10:30p,Oklahoma City Thunder,112,Sacramento Kings,114,Box Score,,17317,Sleep Train Arena,
66,"Sun, Apr 10, 2016",12:00p,Charlotte Hornets,98,Washington Wizards,113,Box Score,,19187,Verizon Center,
67,"Sun, Apr 10, 2016",3:30p,Los Angeles Lakers,110,Houston Rockets,130,Box Score,,18442,Toyota Center,
68,"Sun, Apr 10, 2016",3:30p,Dallas Mavericks,91,Los Angeles Clippers,98,Box Score,,19170,STAPLES Center,
69,"Sun, Apr 10, 2016",5:00p,Utah Jazz,100,Denver Nuggets,84,Box Score,,16172,Pepsi Center,
70,"Sun, Apr 10, 2016",5:00p,Milwaukee Bucks,109,Philadelphia 76ers,108,Box Score,OT,16267,Wells Fargo Center,
71,"Sun, Apr 10, 2016",6:00p,Brooklyn Nets,105,Indiana Pacers,129,Box Score,,18165,Bankers Life Fieldhouse,
72,"Sun, Apr 10, 2016",6:00p,Orlando Magic,96,Miami Heat,118,Box Score,,19913,AmericanAirlines Arena,
73,"Sun, Apr 10, 2016",7:00p,Golden State Warriors,92,San Antonio Spurs,86,Box Score,,18658,AT&T Center,
74,"Sun, Apr 10, 2016",7:30p,Toronto Raptors,93,New York Knicks,89,Box Score,,19812,Madison Square Garden (IV),
75,"Mon, Apr 11, 2016",7:00p,Atlanta Hawks,94,Cleveland Cavaliers,109,Box Score,,20562,Quicken Loans Arena,
76,"Mon, Apr 11, 2016",7:00p,Milwaukee Bucks,98,Orlando Magic,107,Box Score,,18374,Amway Center,
77,"Mon, Apr 11, 2016",7:30p,Charlotte Hornets,114,Boston Celtics,100,Box Score,,18624,TD Garden,
78,"Mon, Apr 11, 2016",7:30p,Washington Wizards,120,Brooklyn Nets,111,Box Score,,14653,Barclays Center,
79,"Mon, Apr 11, 2016",8:00p,Houston Rockets,129,Minnesota Timberwolves,105,Box Score,,14983,Target Center,
80,"Mon, Apr 11, 2016",8:00p,Chicago Bulls,121,New Orleans Pelicans,116,Box Score,,16867,Smoothie King Center,
81,"Mon, Apr 11, 2016",8:00p,Los Angeles Lakers,79,Oklahoma City Thunder,112,Box Score,,18203,Chesapeake Energy Arena,
82,"Mon, Apr 11, 2016",9:00p,Dallas Mavericks,101,Utah Jazz,92,Box Score,,19911,Vivint Smart Home Arena,
83,"Mon, Apr 11, 2016",10:00p,Sacramento Kings,105,Phoenix Suns,101,Box Score,,17288,Talking Stick Resort Arena,
84,"Tue, Apr 12, 2016",7:00p,New York Knicks,90,Indiana Pacers,102,Box Score,,17906,Bankers Life Fieldhouse,
85,"Tue, Apr 12, 2016",7:30p,Miami Heat,99,Detroit Pistons,93,Box Score,,18575,The Palace of Auburn Hills,
86,"Tue, Apr 12, 2016",7:30p,Philadelphia 76ers,98,Toronto Raptors,122,Box Score,,19800,Air Canada Centre,
87,"Tue, Apr 12, 2016",8:00p,Oklahoma City Thunder,98,San Antonio Spurs,102,Box Score,OT,18765,AT&T Center,
88,"Tue, Apr 12, 2016",10:30p,Memphis Grizzlies,84,Los Angeles Clippers,110,Box Score,,19147,STAPLES Center,
89,"Wed, Apr 13, 2016",8:00p,Miami Heat,88,Boston Celtics,98,Box Score,,18624,TD Garden,
90,"Wed, Apr 13, 2016",8:00p,Toronto Raptors,103,Brooklyn Nets,96,Box Score,,16517,Barclays Center,
91,"Wed, Apr 13, 2016",8:00p,Philadelphia 76ers,105,Chicago Bulls,115,Box Score,,21777,United Center,
92,"Wed, Apr 13, 2016",8:00p,Orlando Magic,103,Charlotte Hornets,117,Box Score,,17372,Time Warner Cable Arena,
93,"Wed, Apr 13, 2016",8:00p,Detroit Pistons,112,Cleveland Cavaliers,110,Box Score,OT,20562,Quicken Loans Arena,
94,"Wed, Apr 13, 2016",8:00p,San Antonio Spurs,96,Dallas Mavericks,91,Box Score,,20346,American Airlines Center,
95,"Wed, Apr 13, 2016",8:00p,Sacramento Kings,81,Houston Rockets,116,Box Score,,18311,Toyota Center,
96,"Wed, Apr 13, 2016",8:00p,Indiana Pacers,97,Milwaukee Bucks,92,Box Score,,16569,BMO Harris Bradley Center,
97,"Wed, Apr 13, 2016",8:00p,New Orleans Pelicans,109,Minnesota Timberwolves,144,Box Score,,14889,Target Center,
98,"Wed, Apr 13, 2016",8:00p,Atlanta Hawks,98,Washington Wizards,109,Box Score,,17399,Verizon Center,
99,"Wed, Apr 13, 2016",10:30p,Memphis Grizzlies,104,Golden State Warriors,125,Box Score,,19596,Oracle Arena,
100,"Wed, Apr 13, 2016",10:30p,Utah Jazz,96,Los Angeles Lakers,101,Box Score,,18997,STAPLES Center,
101,"Wed, Apr 13, 2016",10:30p,Los Angeles Clippers,105,Phoenix Suns,114,Box Score,,18055,Talking Stick Resort Arena,
102,"Wed, Apr 13, 2016",10:30p,Denver Nuggets,99,Portland Trail Blazers,107,Box Score,,19571,Moda Center,
103,Playoffs,Playoffs,Playoffs,Playoffs,Playoffs,Playoffs,Playoffs,Playoffs,Playoffs,Playoffs,Playoffs
104,"Sat, Apr 16, 2016",12:30p,Indiana Pacers,100,Toronto Raptors,90,Box Score,,19800,Air Canada Centre,
105,"Sat, Apr 16, 2016",3:30p,Houston Rockets,78,Golden State Warriors,104,Box Score,,19596,Oracle Arena,
106,"Sat, Apr 16, 2016",7:00p,Boston Celtics,101,Atlanta Hawks,102,Box Score,,18980,Philips Arena,
107,"Sat, Apr 16, 2016",9:30p,Dallas Mavericks,70,Oklahoma City Thunder,108,Box Score,,18203,Chesapeake Energy Arena,
108,"Sun, Apr 17, 2016",3:00p,Detroit Pistons,101,Cleveland Cavaliers,106,Box Score,,20562,Quicken Loans Arena,
109,"Sun, Apr 17, 2016",5:30p,Charlotte Hornets,91,Miami Heat,123,Box Score,,19600,AmericanAirlines Arena,
110,"Sun, Apr 17, 2016",8:00p,Memphis Grizzlies,74,San Antonio Spurs,106,Box Score,,18418,AT&T Center,
111,"Sun, Apr 17, 2016",10:30p,Portland Trail Blazers,95,Los Angeles Clippers,115,Box Score,,19122,STAPLES Center,
112,"Mon, Apr 18, 2016",7:00p,Indiana Pacers,87,Toronto Raptors,98,Box Score,,19800,Air Canada Centre,
113,"Mon, Apr 18, 2016",8:00p,Dallas Mavericks,85,Oklahoma City Thunder,84,Box Score,,18203,Chesapeake Energy Arena,
114,"Mon, Apr 18, 2016",10:30p,Houston Rockets,106,Golden State Warriors,115,Box Score,,19596,Oracle Arena,
115,"Tue, Apr 19, 2016",7:00p,Boston Celtics,72,Atlanta Hawks,89,Box Score,,18972,Philips Arena,
116,"Tue, Apr 19, 2016",9:30p,Memphis Grizzlies,68,San Antonio Spurs,94,Box Score,,18418,AT&T Center,
117,"Wed, Apr 20, 2016",7:00p,Charlotte Hornets,103,Miami Heat,115,Box Score,,19650,AmericanAirlines Arena,
118,"Wed, Apr 20, 2016",8:00p,Detroit Pistons,90,Cleveland Cavaliers,107,Box Score,,20562,Quicken Loans Arena,
119,"Wed, Apr 20, 2016",10:30p,Portland Trail Blazers,81,Los Angeles Clippers,102,Box Score,,19127,STAPLES Center,
120,"Thu, Apr 21, 2016",7:00p,Oklahoma City Thunder,131,Dallas Mavericks,102,Box Score,,20150,American Airlines Center,
121,"Thu, Apr 21, 2016",7:30p,Toronto Raptors,101,Indiana Pacers,85,Box Score,,18165,Bankers Life Fieldhouse,
122,"Thu, Apr 21, 2016",9:30p,Golden State Warriors,96,Houston Rockets,97,Box Score,,18200,Toyota Center,
123,"Fri, Apr 22, 2016",7:00p,Cleveland Cavaliers,101,Detroit Pistons,91,Box Score,,21584,The Palace of Auburn Hills,
124,"Fri, Apr 22, 2016",8:00p,Atlanta Hawks,103,Boston Celtics,111,Box Score,,18624,TD Garden,
125,"Fri, Apr 22, 2016",9:30p,San Antonio Spurs,96,Memphis Grizzlies,87,Box Score,,18119,FedEx Forum,
126,"Sat, Apr 23, 2016",3:00p,Toronto Raptors,83,Indiana Pacers,100,Box Score,,18165,Bankers Life Fieldhouse,
127,"Sat, Apr 23, 2016",5:30p,Miami Heat,80,Charlotte Hornets,96,Box Score,,19604,Time Warner Cable Arena,
128,"Sat, Apr 23, 2016",8:00p,Oklahoma City Thunder,119,Dallas Mavericks,108,Box Score,,20516,American Airlines Center,
129,"Sat, Apr 23, 2016",10:30p,Los Angeles Clippers,88,Portland Trail Blazers,96,Box Score,,19761,Moda Center,
130,"Sun, Apr 24, 2016",1:00p,San Antonio Spurs,116,Memphis Grizzlies,95,Box Score,,18119,FedEx Forum,
131,"Sun, Apr 24, 2016",3:30p,Golden State Warriors,121,Houston Rockets,94,Box Score,,18200,Toyota Center,
132,"Sun, Apr 24, 2016",6:00p,Atlanta Hawks,95,Boston Celtics,104,Box Score,OT,18624,TD Garden,
133,"Sun, Apr 24, 2016",8:30p,Cleveland Cavaliers,100,Detroit Pistons,98,Box Score,,21584,The Palace of Auburn Hills,
134,"Mon, Apr 25, 2016",7:00p,Miami Heat,85,Charlotte Hornets,89,Box Score,,19156,Time Warner Cable Arena,
135,"Mon, Apr 25, 2016",8:00p,Dallas Mavericks,104,Oklahoma City Thunder,118,Box Score,,18203,Chesapeake Energy Arena,
136,"Mon, Apr 25, 2016",10:30p,Los Angeles Clippers,84,Portland Trail Blazers,98,Box Score,,19607,Moda Center,
137,"Tue, Apr 26, 2016",6:00p,Indiana Pacers,99,Toronto Raptors,102,Box Score,,19800,Air Canada Centre,
138,"Tue, Apr 26, 2016",8:30p,Boston Celtics,83,Atlanta Hawks,110,Box Score,,18987,Philips Arena,
139,"Wed, Apr 27, 2016",8:00p,Charlotte Hornets,90,Miami Heat,88,Box Score,,19685,AmericanAirlines Arena,
140,"Wed, Apr 27, 2016",10:00p,Portland Trail Blazers,108,Los Angeles Clippers,98,Box Score,,19060,STAPLES Center,
141,"Wed, Apr 27, 2016",10:30p,Houston Rockets,81,Golden State Warriors,114,Box Score,,19596,Oracle Arena,
142,"Thu, Apr 28, 2016",8:00p,Atlanta Hawks,104,Boston Celtics,92,Box Score,,18624,TD Garden,
143,"Fri, Apr 29, 2016",7:30p,Toronto Raptors,83,Indiana Pacers,101,Box Score,,18165,Bankers Life Fieldhouse,
144,"Fri, Apr 29, 2016",8:00p,Miami Heat,97,Charlotte Hornets,90,Box Score,,19636,Time Warner Cable Arena,
145,"Fri, Apr 29, 2016",10:30p,Los Angeles Clippers,103,Portland Trail Blazers,106,Box Score,,19768,Moda Center,
146,"Sat, Apr 30, 2016",8:30p,Oklahoma City Thunder,92,San Antonio Spurs,124,Box Score,,18418,AT&T Center,
0,"Sun, May 1, 2016",1:00p,Charlotte Hornets,73,Miami Heat,106,Box Score,,19868,AmericanAirlines Arena,
1,"Sun, May 1, 2016",3:30p,Portland Trail Blazers,106,Golden State Warriors,118,Box Score,,19596,Oracle Arena,
2,"Sun, May 1, 2016",8:00p,Indiana Pacers,84,Toronto Raptors,89,Box Score,,20669,Air Canada Centre,
3,"Mon, May 2, 2016",7:00p,Atlanta Hawks,93,Cleveland Cavaliers,104,Box Score,,20562,Quicken Loans Arena,
4,"Mon, May 2, 2016",9:30p,Oklahoma City Thunder,98,San Antonio Spurs,97,Box Score,,18418,AT&T Center,
5,"Tue, May 3, 2016",8:00p,Miami Heat,102,Toronto Raptors,96,Box Score,OT,19800,Air Canada Centre,
6,"Tue, May 3, 2016",10:30p,Portland Trail Blazers,99,Golden State Warriors,110,Box Score,,19596,Oracle Arena,
7,"Wed, May 4, 2016",8:00p,Atlanta Hawks,98,Cleveland Cavaliers,123,Box Score,,20562,Quicken Loans Arena,
8,"Thu, May 5, 2016",8:00p,Miami Heat,92,Toronto Raptors,96,Box Score,OT,20906,Air Canada Centre,
9,"Fri, May 6, 2016",7:00p,Cleveland Cavaliers,121,Atlanta Hawks,108,Box Score,,19089,Philips Arena,
10,"Fri, May 6, 2016",9:30p,San Antonio Spurs,100,Oklahoma City Thunder,96,Box Score,,18203,Chesapeake Energy Arena,
11,"Sat, May 7, 2016",5:00p,Toronto Raptors,95,Miami Heat,91,Box Score,,19675,AmericanAirlines Arena,
12,"Sat, May 7, 2016",8:30p,Golden State Warriors,108,Portland Trail Blazers,120,Box Score,,19673,Moda Center,
13,"Sun, May 8, 2016",3:30p,Cleveland Cavaliers,100,Atlanta Hawks,99,Box Score,,19031,Philips Arena,
14,"Sun, May 8, 2016",8:00p,San Antonio Spurs,97,Oklahoma City Thunder,111,Box Score,,18203,Chesapeake Energy Arena,
15,"Mon, May 9, 2016",8:00p,Toronto Raptors,87,Miami Heat,94,Box Score,OT,19600,AmericanAirlines Arena,
16,"Mon, May 9, 2016",10:30p,Golden State Warriors,132,Portland Trail Blazers,125,Box Score,OT,19583,Moda Center,
17,"Tue, May 10, 2016",8:00p,Oklahoma City Thunder,95,San Antonio Spurs,91,Box Score,,18418,AT&T Center,
18,"Wed, May 11, 2016",8:00p,Miami Heat,91,Toronto Raptors,99,Box Score,,20155,Air Canada Centre,
19,"Wed, May 11, 2016",10:30p,Portland Trail Blazers,121,Golden State Warriors,125,Box Score,,19596,Oracle Arena,
20,"Thu, May 12, 2016",8:30p,San Antonio Spurs,99,Oklahoma City Thunder,113,Box Score,,18203,Chesapeake Energy Arena,
21,"Fri, May 13, 2016",8:00p,Toronto Raptors,91,Miami Heat,103,Box Score,,19757,AmericanAirlines Arena,
22,"Sun, May 15, 2016",3:30p,Miami Heat,89,Toronto Raptors,116,Box Score,,20257,Air Canada Centre,
23,"Mon, May 16, 2016",9:00p,Oklahoma City Thunder,108,Golden State Warriors,102,Box Score,,19596,Oracle Arena,
24,"Tue, May 17, 2016",8:30p,Toronto Raptors,84,Cleveland Cavaliers,115,Box Score,,20562,Quicken Loans Arena,
25,"Wed, May 18, 2016",9:00p,Oklahoma City Thunder,91,Golden State Warriors,118,Box Score,,19596,Oracle Arena,
26,"Thu, May 19, 2016",8:30p,Toronto Raptors,89,Cleveland Cavaliers,108,Box Score,,20562,Quicken Loans Arena,
27,"Sat, May 21, 2016",8:30p,Cleveland Cavaliers,84,Toronto Raptors,99,Box Score,,20207,Air Canada Centre,
28,"Sun, May 22, 2016",8:00p,Golden State Warriors,105,Oklahoma City Thunder,133,Box Score,,18203,Chesapeake Energy Arena,
29,"Mon, May 23, 2016",8:30p,Cleveland Cavaliers,99,Toronto Raptors,105,Box Score,,20367,Air Canada Centre,
30,"Tue, May 24, 2016",9:00p,Golden State Warriors,94,Oklahoma City Thunder,118,Box Score,,18203,Chesapeake Energy Arena,
31,"Wed, May 25, 2016",8:30p,Toronto Raptors,78,Cleveland Cavaliers,116,Box Score,,20562,Quicken Loans Arena,
32,"Thu, May 26, 2016",9:00p,Oklahoma City Thunder,111,Golden State Warriors,120,Box Score,,19596,Oracle Arena,
33,"Fri, May 27, 2016",8:30p,Cleveland Cavaliers,113,Toronto Raptors,87,Box Score,,20605,Air Canada Centre,
34,"Sat, May 28, 2016",9:00p,Golden State Warriors,108,Oklahoma City Thunder,101,Box Score,,18203,Chesapeake Energy Arena,
35,"Mon, May 30, 2016",9:00p,Oklahoma City Thunder,88,Golden State Warriors,96,Box Score,,19596,Oracle Arena,
0,"Thu, Jun 2, 2016",9:00p,Cleveland Cavaliers,89,Golden State Warriors,104,Box Score,,19596,Oracle Arena,
1,"Sun, Jun 5, 2016",8:00p,Cleveland Cavaliers,77,Golden State Warriors,110,Box Score,,19596,Oracle Arena,
2,"Wed, Jun 8, 2016",9:00p,Golden State Warriors,90,Cleveland Cavaliers,120,Box Score,,20562,Quicken Loans Arena,
3,"Fri, Jun 10, 2016",9:00p,Golden State Warriors,108,Cleveland Cavaliers,97,Box Score,,20562,Quicken Loans Arena,
4,"Mon, Jun 13, 2016",9:00p,Cleveland Cavaliers,112,Golden State Warriors,97,Box Score,,19596,Oracle Arena,
5,"Thu, Jun 16, 2016",9:00p,Golden State Warriors,101,Cleveland Cavaliers,115,Box Score,,20562,Quicken Loans Arena,
6,"Sun, Jun 19, 2016",8:00p,Cleveland Cavaliers,93,Golden State Warriors,89,Box Score,,19596,Oracle Arena,
